game,game_url,dude,rank,start_time,list,list_url
Kingsburg,https://boardgamegeek.com/boardgame/27162/kingsburg,Tom,7,18m34s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
The Manhattan Project,https://boardgamegeek.com/boardgame/63628/manhattan-project,Zee,6,19m38s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Age of Empires III: The Age of Discovery,https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,Sam,6,20m52s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Alien Frontiers,https://boardgamegeek.com/boardgame/48726/alien-frontiers,Tom,6,21m47s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Francis Drake,https://boardgamegeek.com/boardgame/140603/francis-drake,Sam,5,23m23s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Targi,https://boardgamegeek.com/boardgame/118048/targi,Zee,5,24m24s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
The Pillars of the Earth,https://boardgamegeek.com/boardgame/24480/pillars-earth,Tom,5,25m50s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Kingsburg,https://boardgamegeek.com/boardgame/27162/kingsburg,Zee,4,26m42s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
The Manhattan Project,https://boardgamegeek.com/boardgame/63628/manhattan-project,Sam,4,27m42s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Francis Drake,https://boardgamegeek.com/boardgame/140603/francis-drake,Tom,4,29m10s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Santiago de Cuba,https://boardgamegeek.com/boardgame/104347/santiago-de-cuba,Zee,3,32m13s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Caverna: The Cave Farmer,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,Tom,3,34m27s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Kingsburg,https://boardgamegeek.com/boardgame/27162/kingsburg,Sam,3,35m20s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Carson City,https://boardgamegeek.com/boardgame/39938/carson-city,Tom,2,37m06s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Alien Frontiers,https://boardgamegeek.com/boardgame/48726/alien-frontiers,Zee,2,37m45s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Lords of Waterdeep,https://boardgamegeek.com/boardgame/110327/lords-waterdeep,Sam,2,38m38s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
The Pillars of the Earth,https://boardgamegeek.com/boardgame/24480/pillars-earth,Zee,1,41m30s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Age of Empires III: The Age of Discovery,https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,Tom,1,42m33s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Stone Age,https://boardgamegeek.com/boardgame/34635/stone-age,Sam,1,43m57s,Top Ten Worker Placement Games,https://www.youtube.com/watch?v=0FECzo1bmU8
Archaeology: The Card Game,https://boardgamegeek.com/boardgame/31105/archaeology-card-game,Zee,10,2m50s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Balloon Cup,https://boardgamegeek.com/boardgame/5716/balloon-cup,Sam,10,4m01s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
1st & Goal,https://boardgamegeek.com/boardgame/95105/1st-goal,Tom,10,5m08s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Carcassonne,https://boardgamegeek.com/boardgame/822/carcassonne,Sam,9,6m59s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Jaipur,https://boardgamegeek.com/boardgame/54043/jaipur,Zee,9,8m12s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Castle,https://boardgamegeek.com/boardgame/655/castle,Tom,9,9m34s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Caverna: The Cave Farmer,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,Tom,8,10m56s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
The Hanging Gardens,https://boardgamegeek.com/boardgame/34707/hanging-gardens,Zee,8,13m39s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
The Rivals of Catan,https://boardgamegeek.com/boardgame/66056/rivals-catan,Sam,8,15m24s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Pentago,https://boardgamegeek.com/boardgame/19841/pentago,Tom,7,17m01s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Haggis,https://boardgamegeek.com/boardgame/37628/haggis,Zee,7,17m55s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Tally Ho!,https://boardgamegeek.com/boardgame/908/tally-ho,Sam,7,18m45s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Call to Glory,https://boardgamegeek.com/boardgame/124590/call-glory,Tom,6,20m04s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Battle Line,https://boardgamegeek.com/boardgame/760/battle-line,Zee,6,21m20s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Lord of the Rings: The Confrontation,https://boardgamegeek.com/boardgame/3201/lord-rings-confrontation,Sam,6,21m57s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Revolver,https://boardgamegeek.com/boardgame/76150/revolver,Zee,5,24m01s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Jambo,https://boardgamegeek.com/boardgame/12002/jambo,Tom,5,25m31s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Odin's Ravens,https://boardgamegeek.com/boardgame/4396/odins-ravens,Sam,5,26m25s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Dracula,https://boardgamegeek.com/boardgame/7804/dracula,Sam,4,28m04s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Lost Cities,https://boardgamegeek.com/boardgame/50/lost-cities,Tom,4,29m40s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Onirim,https://boardgamegeek.com/boardgame/71836/onirim,Zee,4,31m46s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Battle Line,https://boardgamegeek.com/boardgame/760/battle-line,Tom,3,33m23s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Hellas,https://boardgamegeek.com/boardgame/4529/hellas,Sam,3,35m,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
YINSH,https://boardgamegeek.com/boardgame/7854/yinsh,Zee,3,35m52s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Ticket to Ride,https://boardgamegeek.com/boardgame/9209/ticket-ride,Tom,2,37m17s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Shanghaien,https://boardgamegeek.com/boardgame/34320/shanghaien,Zee,2,37m57s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Kahuna,https://boardgamegeek.com/boardgame/394/kahuna,Sam,2,39m15s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Arena: Roma II,https://boardgamegeek.com/boardgame/56931/arena-roma-ii,Zee,1,40m58s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Memoir '44,https://boardgamegeek.com/boardgame/10630/memoir-44,Sam,1,42m35s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Dominion,https://boardgamegeek.com/boardgame/36218/dominion,Tom,1,44m48s,Top Ten Casual Two Player Games,https://www.youtube.com/watch?v=k3J2p6vc_5A
Heroscape,https://boardgamegeek.com/boardgame/11170/heroscape-master-set-rise-valkyrie,Sam,10,4m18s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Star Wars: X-Wing Miniatures Games,https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,Tom,10,5m49s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
BattleLore,https://boardgamegeek.com/boardgame/25417/battlelore,Zee,10,6m43s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Marvel Dice Masters,https://boardgamegeek.com/boardgame/148575/marvel-dice-masters-avengers-vs-x-men,Tom,9,7m42s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Magic: The Gathering,https://boardgamegeek.com/boardgame/463/magic-gathering,Zee,9,9m07s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Twilight Struggle,https://boardgamegeek.com/boardgame/12333/twilight-struggle,Sam,9,10m06s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Targi,https://boardgamegeek.com/boardgame/118048/targi,Zee,8,12m10s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Duel in the Dark,https://boardgamegeek.com/boardgame/27048/duel-dark,Sam,8,13m28s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Star Trek: Fleet Captains,https://boardgamegeek.com/boardgame/79127/star-trek-fleet-captains,Tom,8,14m34s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Summoner Wars,https://boardgamegeek.com/boardgame/58281/summoner-wars,Zee,7,15m49s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Twilight Struggle,https://boardgamegeek.com/boardgame/12333/twilight-struggle,Tom,7,16m36s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Ticket to Ride: Nordic Countries,https://boardgamegeek.com/boardgame/31627/ticket-ride-nordic-countries,Sam,7,17m13s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Dungeon Twister,https://boardgamegeek.com/boardgame/12995/dungeon-twister,Tom,6,19m14s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Claustrophobia,https://boardgamegeek.com/boardgame/36932/claustrophobia,Zee,6,21m13s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Tannhäuser,https://boardgamegeek.com/boardgame/25261/tannhauser,Sam,6,22m56s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Star Wars: X-Wing Miniatures Games,https://boardgamegeek.com/boardgame/103885/star-wars-x-wing-miniatures-game,Sam,5,24m48s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Race for the Galaxy,https://boardgamegeek.com/boardgame/28143/race-galaxy,Zee,5,26m27s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Battleground: Fantasy Warfare,https://boardgamegeek.com/boardgame/18985/battleground-fantasy-warfare,Tom,5,27m18s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
BattleLore (Second Edition),https://boardgamegeek.com/boardgame/146439/battlelore-second-edition,Sam,4,28m44s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Duel of Ages II,https://boardgamegeek.com/boardgame/129459/duel-ages-ii,Tom,4,29m58s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Jambo,https://boardgamegeek.com/boardgame/12002/jambo,Zee,4,31m15s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
BattleCON: Devastation of Indines,https://boardgamegeek.com/boardgame/123123/battlecon-devastation-indines,Tom,3,32m47s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Mr. Jack in New York,https://boardgamegeek.com/boardgame/55427/mr-jack-new-york,Zee,3,34m37s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Small World,https://boardgamegeek.com/boardgame/40692/small-world,Sam,3,36m22s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Blue Moon,https://boardgamegeek.com/boardgame/9446/blue-moon,Zee,2,39m34s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Neuroshima Hex!,https://boardgamegeek.com/boardgame/21241/neuroshima-hex,Sam,2,40m35s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Summoner Wars,https://boardgamegeek.com/boardgame/58281/summoner-wars,Tom,2,41m43s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Mage Wars Arena,https://boardgamegeek.com/boardgame/101721/mage-wars-arena,Tom,1,43m22s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Summoner Wars,https://boardgamegeek.com/boardgame/58281/summoner-wars,Sam,1,45m11s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Neuroshima Hex!,https://boardgamegeek.com/boardgame/21241/neuroshima-hex,Zee,1,47m15s,Top Ten Strategic Two Player Games,https://www.youtube.com/watch?v=lnZM2oDBqrg
Schlock Mercenary,https://boardgamegeek.com/boardgame/112462/schlock-mercenary-capital-offensive,Tom,10,5m54s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Pala,https://boardgamegeek.com/boardgame/37441/pala,Zee,10,6m54s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
The Mutiny on Little Blue,https://boardgamegeek.com/boardgame/12976/mutiny-little-blue,Tom,9,8m23s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Mare Balticum,https://boardgamegeek.com/boardgame/99479/mare-balticum,Zee,9,10m12s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Dragons of Kir,https://boardgamegeek.com/boardgame/23055/dragons-kir,Sam,9,11m,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
PRRRT...,https://boardgamegeek.com/boardgame/90919/prrrt,Zee,8,13m14s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Milestones,https://boardgamegeek.com/boardgame/117914/milestones,Sam,8,14m41s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Organized Crime,https://boardgamegeek.com/boardgame/1133/organized-crime,Tom,8,16m01s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Cat & Fish,https://boardgamegeek.com/boardgame/39536/cat-fish,Tom,7,19m52s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Caravelas,https://boardgamegeek.com/boardgame/72131/caravelas,Sam,7,21m09s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Fubi,https://boardgamegeek.com/boardgame/5065/fubi,Tom,6,23m46s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Battue: Storm of the Horse Lords,https://boardgamegeek.com/boardgame/27823/battue-storm-horse-lords,Sam,6,24m58s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Burdigala,https://boardgamegeek.com/boardgame/104558/burdigala,Zee,6,26m51s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
The Journeys of Paul,https://boardgamegeek.com/boardgame/5725/journeys-paul,Sam,5,27m59s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Founders of the Empire,https://boardgamegeek.com/boardgame/148639/founders-empire,Zee,5,29m24s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Hooyah: Navy Seals Card Game,https://boardgamegeek.com/boardgame/128114/hooyah-navy-seals-card-game,Sam,4,31m43s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Spinergy,https://boardgamegeek.com/boardgame/6610/spinergy,Tom,4,32m47s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Ebbes,https://boardgamegeek.com/boardgame/143882/ebbes,Zee,4,34m41s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Pacru,https://boardgamegeek.com/boardgame/6803/pacru,Tom,3,36m14s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Trötofant,https://boardgamegeek.com/boardgame/25537/trotofant,Zee,3,37m48s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Dust Tactics,https://boardgamegeek.com/boardgame/36367/dust-tactics,Sam,3,39m08s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Strong Stuff!,https://boardgamegeek.com/boardgame/3977/strong-stuff,Zee,2,41m23s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Eruption,https://boardgamegeek.com/boardgame/88594/eruption,Sam,2,42m54s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Leapfrog,https://boardgamegeek.com/boardgame/13359/leapfrog,Tom,2,44m46s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Gem Rush,https://boardgamegeek.com/boardgame/145393/gem-rush,Zee,1,46m43s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Warangel,https://boardgamegeek.com/boardgame/490/warangel,Tom,1,48m36s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Catan Geographies: Germany,https://boardgamegeek.com/boardgame/38749/catan-geographies-germany,Sam,1,50m13s,Top Ten Obscure Games,https://www.youtube.com/watch?v=euVVIwV2VH8
Thunderstone,https://boardgamegeek.com/boardgame/53953/thunderstone,Sam,10,3m46s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Libertalia,https://boardgamegeek.com/boardgame/125618/libertalia,Tom,10,6m02s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
The Boss,https://boardgamegeek.com/boardgame/85005/boss,Zee,10,6m51s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Lifeboats,https://boardgamegeek.com/boardgame/249/lifeboats,Tom,9,8m16s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Felix: The Cat in the Sack,https://boardgamegeek.com/boardgame/32125/felix-cat-sack,Zee,9,9m44s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Shogun,https://boardgamegeek.com/boardgame/20551/shogun,Sam,9,11m12s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Dixit,https://boardgamegeek.com/boardgame/39856/dixit,Zee,8,12m25s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Memoir '44,https://boardgamegeek.com/boardgame/10630/memoir-44,Sam,8,13m59s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Caverna: The Cave Farmer,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,Tom,8,15m31s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
BANG! The Dice Game,https://boardgamegeek.com/boardgame/143741/bang-dice-game,Zee,7,16m41s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Eldritch Horror,https://boardgamegeek.com/boardgame/146021/eldritch-horror,Tom,7,17m56s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Mission: Red Planet,https://boardgamegeek.com/boardgame/18258/mission-red-planet,Sam,7,18m57s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
1st & Goal,https://boardgamegeek.com/boardgame/95105/1st-goal,Tom,6,20m51s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Fury of Dracula,https://boardgamegeek.com/boardgame/20963/fury-dracula,Sam,6,22m16s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Deadwood,https://boardgamegeek.com/boardgame/96713/deadwood,Zee,6,24m48s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Stone Age,https://boardgamegeek.com/boardgame/34635/stone-age,Sam,5,26m11s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Witch of Salem,https://boardgamegeek.com/boardgame/38506/witch-salem,Zee,5,28m13s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Rolling Freight,https://boardgamegeek.com/boardgame/74390/rolling-freight,Tom,5,30m10s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
BANG! The Dice Game,https://boardgamegeek.com/boardgame/143741/bang-dice-game,Sam,4,31m27s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Among the Stars,https://boardgamegeek.com/boardgame/110277/among-stars,Tom,4,32m55s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Steam Park,https://boardgamegeek.com/boardgame/121410/steam-park,Zee,4,34m25s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Say Anything,https://boardgamegeek.com/boardgame/33604/say-anything,Tom,3,36m33s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Summoner Wars,https://boardgamegeek.com/boardgame/58281/summoner-wars,Zee,3,37m59s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Level 7 [Omega Protocol],https://boardgamegeek.com/boardgame/137649/level-7-omega-protocol,Sam,3,40m33s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Caverna: The Cave Farmer,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,Zee,2,42m15s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Airlines Europe,https://boardgamegeek.com/boardgame/90419/airlines-europe,Tom,2,43m18s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
The Resistance,https://boardgamegeek.com/boardgame/41114/resistance,Sam,2,44m15s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Libertalia,https://boardgamegeek.com/boardgame/125618/libertalia,Zee,1,48m08s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Caverna: The Cave Farmer,https://boardgamegeek.com/boardgame/102794/caverna-cave-farmers,Sam,1,49m41s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Ca$h 'n Gun$,https://boardgamegeek.com/boardgame/19237/cah-n-gun,Tom,1,50m48s,Top Ten Games that MURDERED other Games,https://www.youtube.com/watch?v=rhfD3Rp5lNg
Incan Gold,https://boardgamegeek.com/boardgame/37759/incan-gold,Sam,10,5m37s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Aladdin's Dragons,https://boardgamegeek.com/boardgame/492/aladdins-dragons,Tom,10,7m57s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Pocket Rockets,https://boardgamegeek.com/boardgame/43264/pocket-rockets,Zee,10,8m46s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Dungeon Twister,https://boardgamegeek.com/boardgame/12995/dungeon-twister,Tom,9,9m56s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Snow Tails,https://boardgamegeek.com/boardgame/38054/snow-tails,Zee,9,11m46s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Star Wars: The Queen's Gambit,https://boardgamegeek.com/boardgame/939/star-wars-queens-gambit,Sam,9,12m48s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Betrayal at House on the Hill,https://boardgamegeek.com/boardgame/10547/betrayal-house-hill,Zee,8,14m27s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
King of Tokyo,https://boardgamegeek.com/boardgame/70323/king-tokyo,Sam,8,16m14s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Age of Empires III: The Age of Discovery,https://boardgamegeek.com/boardgame/22545/age-empires-iii-age-discovery,Tom,8,18m01s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
The Duke,https://boardgamegeek.com/boardgame/36235/duke,Zee,7,19m17s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Formula D,https://boardgamegeek.com/boardgame/37904/formula-d,Tom,7,21m20s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Jamaica,https://boardgamegeek.com/boardgame/28023/jamaica,Sam,7,22m57s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Vegas Showdown,https://boardgamegeek.com/boardgame/15364/vegas-showdown,Tom,6,25m16s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Power Grid,https://boardgamegeek.com/boardgame/2651/power-grid,Sam,6,26m46s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Vegas Showdown,https://boardgamegeek.com/boardgame/15364/vegas-showdown,Zee,6,28m59s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Wasabi,https://boardgamegeek.com/boardgame/33154/wasabi,Sam,5,29m29s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Ghost Stories,https://boardgamegeek.com/boardgame/37046/ghost-stories,Zee,5,31m31s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Steam Park,https://boardgamegeek.com/boardgame/121410/steam-park,Tom,5,32m41s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Cosmic Encounter,https://boardgamegeek.com/boardgame/39463/cosmic-encounter,Sam,4,33m31s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
7 Ages,https://boardgamegeek.com/boardgame/3870/7-ages,Tom,4,35m50s,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
Kamon,https://boardgamegeek.com/boardgame/28738/kamon,Zee,4,37m,Top Ten Games that need a Deluxe Version,https://www.youtube.com/watch?v=ARQuGVZDJX0
